id,title,desc,text,link,img,category
world6,Easter Eggs a Symbol of Defiance for Myanmar Protesters,"(Reuters) -Opponents of military rule in Myanmar inscribed messages of protest on Easter eggs on Sunday while thousands of others were back on the streets, ...","Easter Eggs a Symbol of Defiance for Myanmar Protesters (Reuters) -Opponents of military rule in Myanmar inscribed messages of protest on Easter eggs on Sunday while thousands of others were back on the streets, ...",news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LnVzbmV3cy5jb20vbmV3cy93b3JsZC9hcnRpY2xlcy8yMDIxLTA0LTAzL215YW5tYXItcHJvdGVzdGVycy10YWtlLXVwLWVhc3Rlci1lZ2dzLWp1bnRhLWh1bnRzLWNlbGVicml0aWVz0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/zIsJmoPLz1Z33hmPFFcaNUg-ftJgUOTDNP-DcKGCSY-5HiYh_Kv9igGnu_pu2J1Gq0sklY0Plem6OfqxhDr7Dw83AFPLrhDeGb5hVWtwFsWrk72R4YdC6gMT17_RgO5tyDz-yuX-tC56UtajZIWwTsQhHIAXLhnu0DXWoHogSQ7y7e7ks0UXz_Bb9oTW-BQ56gSzR-rpE0bHcYBqYuK53oxPmbpI5mBQ7xQfas_yKauPe2hvzsURoeyDdfvXSnup3x0X3YyYfwE8_2gMhhVA8ox0BrRP1pzQdnU6N9Bbig_06eGUOYR5IfxVYtCq1sALAi2IIZLEts-3GMX4CY26-XhZ8KQ0DH24biPOk0Qky5zcclu9nSD0IoDLOz3nnfq0ItAtqAukRVmXJHbhCMJ70zb8DTk=-p-df-h100-w100,world
world7,Honoring World Autism Awareness Day,play_arrow,Honoring World Autism Awareness Day play_arrow,news.google.com/./articles/CAIiEKbERF2rUASDrvtD76lFrJYqGQgEKhAIACoHCAowkIf-CjDWy_YCMOmk3gU?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/CeSateO98PJZ6a9T8Bi0eN6peykWrsNNBxTaOErmTfP1XCga3HJFjZ1Wpl8Ixqt12VROSOgpOUuZxub2sg=-p-df-h100-w100,world
world8,"Welcome to Decentraland, where NFTs meet a virtual world","When Decentraland launched in 2017, the digital world's developers sold land parcels for about $20 apiece. In the following years, the Decentraland virtual ...","Welcome to Decentraland, where NFTs meet a virtual world When Decentraland launched in 2017, the digital world's developers sold land parcels for about $20 apiece. In the following years, the Decentraland virtual ...",news.google.com/./articles/CAIiEIMqiSiMRBr850ntBOkoEksqGQgEKhAIACoHCAowvIaCCzDnxf4CMO2F8gU?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/LDd510YyZXzwH-hXsNpNAiRpINixttDvUHu9n1XslJv2N60Ly4hquMpcQQ0eZE0HfZg228Z8Q6LGlpPBU-s=-p-df-h100-w100,world
world9,"World Earthquake Report for Saturday, 3 April 2021","Summary: 2 quakes 6.0+, 4 quakes 5.0+, 30 quakes 4.0+, 103 quakes 3.0+, 229 quakes 2.0+ (368 total). Global seismic activity level on 3 April 2021: HIGH.","World Earthquake Report for Saturday, 3 April 2021 Summary: 2 quakes 6.0+, 4 quakes 5.0+, 30 quakes 4.0+, 103 quakes 3.0+, 229 quakes 2.0+ (368 total). Global seismic activity level on 3 April 2021: HIGH.",news.google.com/./articles/CAIiECNHWqXYflNO9EGdfLj7mEoqMwgEKioIACIQx6kWZtH8KrLrihICgK5iRCoUCAoiEMepFmbR_Cqy64oSAoCuYkQwx_LwBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/2BKwfjgPdH571MkARfIjvWde8vKQk06WRbVEn4l6rF9no1keWNqfelBdJATjMS-eOULf7XG-SZ85TnrhArx7=-p-df-h100-w100,world
ind1,Bangladesh and Parts of India Look to Lockdowns Amid Surges,"People at an open market in Dhaka, Bangladesh, on Wednesday. The country is bracing for a lockdown.","Bangladesh and Parts of India Look to Lockdowns Amid Surges People at an open market in Dhaka, Bangladesh, on Wednesday. The country is bracing for a lockdown.",news.google.com/./articles/CAIiEEWnjkqwc4287LbnSr3HvNcqFwgEKg8IACoHCAowjuuKAzCWrzww5oEY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/Kz0xbhMQ2E_SbdeSsIEyTi9C_sd6ROyUgT_AkQXRGxqav2AD8Stl0Vfh-3Rguz8RtPEKRXP-Nee_6ImosQ=-p-df-h100-w100,india
ind2,India braces for COVID-19 curbs as infections hit 6-month high,"India's biggest cities braced for stricter lockdowns and other COVID-19 curbs on Saturday as infections hit a six-month high, as a month-long surge continued in ...","India braces for COVID-19 curbs as infections hit 6-month high India's biggest cities braced for stricter lockdowns and other COVID-19 curbs on Saturday as infections hit a six-month high, as a month-long surge continued in ...",news.google.com/./articles/CBMijgFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9hcnRpY2xlL3VzLWhlYWx0aC1jb3JvbmF2aXJ1cy1pbmRpYS1jYXNlcy9pbmRpYS1icmFjZXMtZm9yLWNvdmlkLTE5LWN1cmJzLWFzLWluZmVjdGlvbnMtaGl0LTYtbW9udGgtaGlnaC1pZFVTS0JOMkJRMDRE0gE0aHR0cHM6Ly9tb2JpbGUucmV1dGVycy5jb20vYXJ0aWNsZS9hbXAvaWRVU0tCTjJCUTA0RA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/KV01g23j1Z_aDWD84SwGUmeJ7DOIp3B8yikTpym8r8IspgR61u2obeqJukMUjeTdTpj7Xx_G4ZitQJhz6EM88ksO3lClANXg7iGugauxZPEKVviDesCZbcJOf4Rnb5UAyDifud9-RmUMjqnOV-lzn6dF0PKjnKD-P9ewjSpMsDy_g331sQgi0CT7G3Z2ySjc=-p-df-h100-w100,india
ind3,India speeds up vaccinations as cases soar again,Science's COVID-19 reporting is supported by the Heising-Simons Foundation. Embedded Image. Senior citizens wait in line at a COVID-19 vaccination center ...,India speeds up vaccinations as cases soar again Science's COVID-19 reporting is supported by the Heising-Simons Foundation. Embedded Image. Senior citizens wait in line at a COVID-19 vaccination center ...,news.google.com/./articles/CBMiMmh0dHBzOi8vc2NpZW5jZS5zY2llbmNlbWFnLm9yZy9jb250ZW50LzM3Mi82NTM3LzEy0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/EFZUcRDzmqb0nRG9YXfls6I2n4gVqG1ay070-RJw2p-EQnm0zWkkZkHpLBZPv5j28DLxNmHQXuE8KM6GV5hT-nbV38SgM2vwV97x27YTL5vOj7x3SmfL4hFhlXqmUoI=-p-df-h100-w100,india
ind4,Topsy-turvy world: Nations like India cant take sides in US-China cold war,The cold war is back--or at least its rhetoric. U.S. President Joe Biden wants to forge an “alliance of democracies” against the world's “autocracies.” The New ...,Topsy-turvy world: Nations like India cant take sides in US-China cold war The cold war is back--or at least its rhetoric. U.S. President Joe Biden wants to forge an “alliance of democracies” against the world's “autocracies.” The New ...,news.google.com/./articles/CAIiEHUMX-f13R6dtez15u852XcqGQgEKhAIACoHCAowsLXdCjCm3dEBMNS-swY?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/szsUtAaBaKjlFCOb8qgUfwN2Q5AQXzA8JylHsmqye_PXZaxoOy1Etxanh3Cx_ecUsBv-54rchyAicYpc6w=-p-df-h100-w100,india
ind5,ByteDance Says India's Freeze on Bank Accounts Is Harassment - Court Filing,MUMBAI (Reuters) -China's ByteDance has told an Indian court that a government freeze on its bank accounts in a probe of possible tax evasion amounts to ...,ByteDance Says India's Freeze on Bank Accounts Is Harassment - Court Filing MUMBAI (Reuters) -China's ByteDance has told an Indian court that a government freeze on its bank accounts in a probe of possible tax evasion amounts to ...,news.google.com/./articles/CBMiiwFodHRwczovL3d3dy51c25ld3MuY29tL25ld3MvdG9wLW5ld3MvYXJ0aWNsZXMvMjAyMS0wNC0wNC9leGNsdXNpdmUtYnl0ZWRhbmNlLXNheXMtaW5kaWFzLWZyZWV6ZS1vbi1iYW5rLWFjY291bnRzLWlzLWhhcmFzc21lbnQtY291cnQtZmlsaW5n0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/LDgEFLxPKNFYxoJaaDWa3wqMvUXSbfekgiIZjC1VcthYEntHUPODWDVIMVtKveRzPqBOXwNlfZdiaR-aGLO_sq7dFS-VlHeu6OXj3KeP2Z96zHsjnsyGtklwq9YerJIDdzBxeqvRQARZ5nYVfJVGP73l9t_NhOgnZdjMzcp0VC1oKJdCgw1t_2FgwQPczkBwogkhjerVRkhVk-6R5zNuJl3hjx-bfC2ZMndav9IkKcvdC7TYwVff32vpxh42tAK9tf87ult6Rd6_0YqfSLfSjbJ_vkiXvGP1VgQdAwiXtJ3vHbRXjMGriIDxv2am1MQJZ-vzdx-CEw6_43MLramBiiN71QiAlsBzlhtLPn2dCDsJe-Xe-FY8IImRe-uJFVm0PzFca0krZd9Uox3V79DRoHOPKQ5SYn6oyXE=-p-df-h100-w100,india
ind6,"Coronavirus update: India reports over 93,000 new cases for first time since mid-September","As many as 93,249 more people tested positive for Covid-19 in the last 24 hours as the second wave of the infection rages across the country, said the Union ...","Coronavirus update: India reports over 93,000 new cases for first time since mid-September As many as 93,249 more people tested positive for Covid-19 in the last 24 hours as the second wave of the infection rages across the country, said the Union ...",news.google.com/./articles/CAIiEJiRlrEJksGSlcsRM8U3834qFwgEKg4IACoGCAowxLQ_MNevCDCyrdsG?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/nfkO-aTqf_W0ETyzlAXU5QGUvFVBzItdpLxL6i0-NR9Vi0UjwUAQqII0sixY9miZF60Ju_Kp-GpAi0lDKg=-p-df-h100-w100,india
ind7,Five troops killed as Indian forces raid Maoist rebel hideout,The conflict has killed tens of thousands of people,Five troops killed as Indian forces raid Maoist rebel hideout The conflict has killed tens of thousands of people,news.google.com/./articles/CAIiENEPN_M7uuynTPQFjYA3rIEqFAgEKgwIACoFCAowhgIwkDgw0O8B?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/dUmDZhF41rBwpn5VEUsJ1ZgKBCURhpNr8M_xmJZ4nXpru2vIATYZyssEQZVUVlW0wuURvsT6wZML9HsUivmP=-p-df-h100-w100,india
ind8,India Reports Its Highest Daily Number Of COVID-19 Deaths So Far This Year,Commuters wait to board a suburban train on Tuesday at Chhatrapati Shivaji Maharaj Terminus prior to the night curfew that has been introduced to curb the spread of COVID-19 in Mumbai.,India Reports Its Highest Daily Number Of COVID-19 Deaths So Far This Year Commuters wait to board a suburban train on Tuesday at Chhatrapati Shivaji Maharaj Terminus prior to the night curfew that has been introduced to curb the spread of COVID-19 in Mumbai.,news.google.com/./articles/CAIiEAmFaqWCb8BHU_ui4Vfxh68qFggEKg4IACoGCAow9vBNMK3UCDCvpUk?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/t_BkVhUKJLbqthvxpjGenrqRDwYUt2joWCYjTRvWE3UTZZ1fxcQojKUWOOUBIp8NzNZPASR_s6ovTT4JIejm=-p-df-h100-w100,india
ind9,Explained: Indian football’s desperation for ‘overseas citizens’ and how it points at a systemic failure,Dozens of nationality switches take place each year in football. The AIFF has been pushing for this because many of their opponents in the Asian and World Cup ...,Explained: Indian football’s desperation for ‘overseas citizens’ and how it points at a systemic failure Dozens of nationality switches take place each year in football. The AIFF has been pushing for this because many of their opponents in the Asian and World Cup ...,news.google.com/./articles/CAIiEOaQuHNqyVjywsVfksy5T68qGAgEKg8IACoHCAow3rvTBDD89X4w8YzmBQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/Yav3er8fFqqDoxlO2Q4DqUk6G6GmyYN1yr8NRb3fSlYhCnNMpJljzH0SmVvCWlNoie9Ixk06NlvqSRQLk6E=-p-df-h100-w100,india
cov1,Michigan reports highest number of new COVID-19 cases since December,"Michigan reported its highest number of daily new COVID-19 cases since early December, as the state is in the midst of a coronavirus surge.","Michigan reports highest number of new COVID-19 cases since December Michigan reported its highest number of daily new COVID-19 cases since early December, as the state is in the midst of a coronavirus surge.",news.google.com/./articles/CBMiZ2h0dHBzOi8vYWJjbmV3cy5nby5jb20vSGVhbHRoL21pY2hpZ2FuLXJlcG9ydHMtaGlnaGVzdC1udW1iZXItY292aWQtMTktY2FzZXMtZGVjZW1iZXIvc3Rvcnk_aWQ9NzY4NTY1MzXSAWtodHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9IZWFsdGgvbWljaGlnYW4tcmVwb3J0cy1oaWdoZXN0LW51bWJlci1jb3ZpZC0xOS1jYXNlcy1kZWNlbWJlci9zdG9yeT9pZD03Njg1NjUzNQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/nzA1R6691zVQazngKLuHgRopgPmNWCRfmvZ728-eSSSgky_WR7r9TzEUQTxBZWhfZRlkvLOeiLNGVhoSd7HPM-I5wvyAEb-YrisUVmayWS2AJasqYWcek8QeaNv9LxYQJ8Yk6kBSEC566Oxcciu0mubvTbwqC0TIsZrxR1f14f0KTHPUtHGzgQ=-p-df-h100-w100,covid19
cov2,Florida governor bans Covid-19 'vaccine passports',Florida Governor Ron DeSantis signed an executive order Friday banning the use of Covid-19 passports in the state.,Florida governor bans Covid-19 'vaccine passports' Florida Governor Ron DeSantis signed an executive order Friday banning the use of Covid-19 passports in the state.,news.google.com/./articles/CAIiEOHhFUC6k-wLRc1mXIeW6L0qMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/uROnNwwkUt6lA-0_N3MisUs2hRug28RXKG8eygBpcuNtLnH2E4l5cCCyqgs3JTibIfX9_OdCOXHfjCnGLgVC=-p-df-h100-w100,covid19
cov3,"Covid-19 Pandemic: Live Updates and News for April 4, 2021","Argentina's President Alberto Fernandez (L) puts a mask after delivering a speech next to the president of Abuelas de Plaza de Mayo human rights organization, Estela Carlotto, during the ceremony to honor Abuelas and Madres de Plaza de Mayo members with the Juana Azurduy award, at the Casa Rosada in Buenos Aires on March 23, 2021 on the eve of the 45th anniversary of the military coup. (Photo by JUAN MABROMATA / AFP) (Photo by JUAN MABROMATA/AFP via Getty Images)","Covid-19 Pandemic: Live Updates and News for April 4, 2021 Argentina's President Alberto Fernandez (L) puts a mask after delivering a speech next to the president of Abuelas de Plaza de Mayo human rights organization, Estela Carlotto, during the ceremony to honor Abuelas and Madres de Plaza de Mayo members with the Juana Azurduy award, at the Casa Rosada in Buenos Aires on March 23, 2021 on the eve of the 45th anniversary of the military coup. (Photo by JUAN MABROMATA / AFP) (Photo by JUAN MABROMATA/AFP via Getty Images)",news.google.com/./articles/CAIiEIYuuRIR-LBBr-gw8fdXeC4qGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/rK40pOtAfzozkdFu0ohZZOASiiQ78G5bKNs6gYT1ymxYSQZswpuDTbAkW7FHpP9HTo0wqFFXGRg2ldTyoMpQ=-p-df-h100-w100,covid19
cov4,Is The US In For Another Big COVID Surge? : Shots - Health News,"After more than two months of steep declines, coronavirus infections are on the rise again nationally — along with COVID-19 hospitalizations in many states.","Is The US In For Another Big COVID Surge? : Shots - Health News After more than two months of steep declines, coronavirus infections are on the rise again nationally — along with COVID-19 hospitalizations in many states.",news.google.com/./articles/CBMieGh0dHBzOi8vd3d3Lm5wci5vcmcvc2VjdGlvbnMvaGVhbHRoLXNob3RzLzIwMjEvMDQvMDIvOTgzNTIxMTk4L2EtNHRoLWNvdmlkLTE5LXN1cmdlLW1heS1iZS1zdGFydGluZy1ob3ctYmFkLWNvdWxkLWl0LWdldNIBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/hEt6eBXtcFx2KMMsZGSgHScEoV_EnQvtBxaowuvuwsBEBGYatipDuOmBhc7eh6pWpJgxQAHByCWn7KtV5534rT3QnkyI7cH7HoOrBYn0gF5kXj8YjCVcIquwqDzhc0bRaabFEAmC1mxdAxUGQ37rDfE5UDUYAqexE5UKIQyHIF8zunQvoMMP9JfP4sgBLQ=-p-df-h100-w100,covid19
cov5,158 new COVID-19 cases in Montana,"Montana state health officials report 105035 total cases of COVID-19 for Saturday, April 3, 2021. 1465 people have died of the virus. Click here for the latest ...","158 new COVID-19 cases in Montana Montana state health officials report 105035 total cases of COVID-19 for Saturday, April 3, 2021. 1465 people have died of the virus. Click here for the latest ...",news.google.com/./articles/CBMiQ2h0dHBzOi8vbmJjbW9udGFuYS5jb20vbmV3cy9sb2NhbC8xNTgtbmV3LWNvdmlkLTE5LWNhc2VzLWluLW1vbnRhbmHSAUdodHRwczovL25iY21vbnRhbmEuY29tL2FtcC9uZXdzL2xvY2FsLzE1OC1uZXctY292aWQtMTktY2FzZXMtaW4tbW9udGFuYQ?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/laTVziIgjyxkWRouA-2FeNAqZVxWjMIIp5n1u5Jxmdoo7-tYHrTfeHO49RyZ4UcXRX2ZXt5Uzd8Zs_W55lJEJH88FVN9OqUsCweoGRXoqRoaO3l3PsWnSwJGdf1pPuBCr1nnw-SvqwK_Z04BVIgl8PYahRAZIDnyhlNdbQlwolfS-14uyTtbZGfXrJ8TIR10Ha0FnB2BKCGEr8QmDvc3YnFpNFt5udKtvdD5zKAvgOCvhLN4wH8ILy0=-p-df-h100-w100,covid19
cov6,Covid-19: Seven UK blood clot deaths after AstraZeneca vaccine,"Seven people have died from unusual blood clots after getting the Oxford-AstraZeneca vaccine in the UK, the medicines regulator has confirmed to the BBC.","Covid-19: Seven UK blood clot deaths after AstraZeneca vaccine Seven people have died from unusual blood clots after getting the Oxford-AstraZeneca vaccine in the UK, the medicines regulator has confirmed to the BBC.",news.google.com/./articles/CBMiKGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9oZWFsdGgtNTY2MjA2NDbSASxodHRwczovL3d3dy5iYmMuY29tL25ld3MvYW1wL2hlYWx0aC01NjYyMDY0Ng?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/6UiYSUDhPeoAvTH7mpuhBe94LLpTzyLu-MvH4NbQitPkCmRgwvcZRPHS-8ba4Z6mRM7CFs9Ss2pUW5SIqt3BEzTml6a13SJKqYIrTXDsnREXxdGNp8tEXenK8bBexutfTy30fgu8decTsjF-chkGPnf5=-p-df-h100-w100,covid19
cov7,"Gov. Beshear: 587 new cases of COVID-19 in Ky., 8 new deaths","FRANKFORT, Ky. (WAVE) - Kentucky governor Andy Beshear provided an update through social media on newly reported COVID-19 cases within the ...","Gov. Beshear: 587 new cases of COVID-19 in Ky., 8 new deaths FRANKFORT, Ky. (WAVE) - Kentucky governor Andy Beshear provided an update through social media on newly reported COVID-19 cases within the ...",news.google.com/./articles/CBMiS2h0dHBzOi8vd3d3LndhdmUzLmNvbS8yMDIxLzA0LzAzL2dvdi1iZXNoZWFyLW5ldy1jYXNlcy1jb3ZpZC1reS1uZXctZGVhdGhzL9IBWmh0dHBzOi8vd3d3LndhdmUzLmNvbS8yMDIxLzA0LzAzL2dvdi1iZXNoZWFyLW5ldy1jYXNlcy1jb3ZpZC1reS1uZXctZGVhdGhzLz9vdXRwdXRUeXBlPWFtcA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/72gSFsoHqmfBnffrC-o86OvoJlDyiZAmohdYw1OWt24Cbz42DcK3khPxTxQP-qlHLpJKFASDdmqVgA0xo4ayRxvE2QWXmgobRVbybJnVCzJlQc7vUd3sYZ5EhZDqR2nGeq7VEH9EBYHVFXtlIhjMHJpO3TJ22cFil3yoFkBOdCfr6qCNUT3_TV0dwTTcsGpwSSGeGWrziEaxm0dK9ZTrZVNSrRlojuaFHqqrGHaZECKt=-p-df-h100-w100,covid19
cov8,Read these tips before getting your Covid-19 vaccine,"If you are not eligible to be vaccinated against Covid-19, you will be soon if you live in the United States.","Read these tips before getting your Covid-19 vaccine If you are not eligible to be vaccinated against Covid-19, you will be soon if you live in the United States.",news.google.com/./articles/CAIiEGsH5zH3E1ZE6SPerkSb45AqMwgEKioIACIQpzoRSNLEm6QR--MasMLSAioUCAoiEKc6EUjSxJukEfvjGrDC0gIw1anKBg?hl=en-US&gl=US&ceid=US%3Aen,https://lh3.googleusercontent.com/3tU14YtjV3XlfciQOFEbjECD_62nGBm7Q2xbjV29e60b-tRaacczB0Ef0QYZ8FonJBTiLx-68DQq_hKPA6Q=-p-df-h100-w100,covid19
cov9,Covid-19: Italy returns to strict lockdown for Easter,"The measures come as Italy battles a third wave of the pandemic, with more than 20000 new cases daily.","Covid-19: Italy returns to strict lockdown for Easter The measures come as Italy battles a third wave of the pandemic, with more than 20000 new cases daily.",news.google.com/./articles/CBMiLmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1ldXJvcGUtNTY2MjEzNDLSATJodHRwczovL3d3dy5iYmMuY29tL25ld3MvYW1wL3dvcmxkLWV1cm9wZS01NjYyMTM0Mg?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/pufw76j7hg3LALl28RJ7V5GDNb8jGDa8FjiJUmUnOBteXR0-o4bvECH8uTb2guXmLQiFXZXqvAHrUINaLV_sExVckYuLgq4qBolQflAXjLHfRYzs3Se0Nt9Ui_JP7aSZV2W9crk8yEnqEXfYGsfZ3EUWiGvJBbVZ7xvJA9hylVAdzT8YxL3FrwwS5Zk=-p-df-h100-w100,covid19
ed1,The future of education after COVID-19,How can North Carolina education move forward after COVID-19? Ross Danis of MeckEd explores in this piece.,The future of education after COVID-19 How can North Carolina education move forward after COVID-19? Ross Danis of MeckEd explores in this piece.,news.google.com/./articles/CBMiPGh0dHBzOi8vd3d3LmVkbmMub3JnL3BlcnNwZWN0aXZlLWxldHMtZ28tZm9yd2FyZC10by1lZHVjYXRlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/Qg4-2Fu5gXIqUpxxCcyPMgNqtSqV83JJCFbAjawmjkdJ0Mawe7eDE-pBkYq8-g2ijnfKy8et01Mgf6uiOqh1egUIQvheCu6D42kor1YQ_BliXH57E3Gk0ycOjvXsuISgSpHivHsxunB1OS8d=-p-df-h100-w100,education
ed2,President Kerry Walk Elected to Board of Trustees of Higher Education Policy Commission,Marymount Manhattan College President Kerry Walk has been elected to the Board of Trustees of the Commission on Independent Colleges and Universities ...,President Kerry Walk Elected to Board of Trustees of Higher Education Policy Commission Marymount Manhattan College President Kerry Walk has been elected to the Board of Trustees of the Commission on Independent Colleges and Universities ...,news.google.com/./articles/CBMiVGh0dHBzOi8vd3d3Lm1tbS5lZHUvbGl2ZS9uZXdzLzQxMDgtcHJlc2lkZW50LWtlcnJ5LXdhbGstZWxlY3RlZC10by1ib2FyZC1vZi10cnVzdGVlc9IBAA?hl=en-US&gl=US&ceid=US%3Aen,https://lh5.googleusercontent.com/proxy/g-K17Wu7tX9hSTQwtruoVSGTOCckMWh4esNauGmtSKtzrpAePKyg0U5VeopmSuHEe1N7dVJvM8L4FdXhx3Jcg_hKbj_VjhdopZTmo39BfqXqHthyEaK3QqnYuh6uqcvdiQqlhiDKXiSiH5Mt3fCs5AY953mDeF9OMb0skEeLC6NsYPUDke_6=-p-df-h100-w100,education
ed3,A closer look at Oklahoma's move to alter education funding,Two education measures finalized this week mark a win for those who subscribe to the philosophy that public tax dollars should follow students to the school of ...,A closer look at Oklahoma's move to alter education funding Two education measures finalized this week mark a win for those who subscribe to the philosophy that public tax dollars should follow students to the school of ...,news.google.com/./articles/CBMiiwFodHRwczovL3d3dy5zd29rbmV3cy5jb20vbmV3cy9hLWNsb3Nlci1sb29rLWF0LW9rbGFob21hLXMtbW92ZS10by1hbHRlci1lZHVjYXRpb24tZnVuZGluZy9hcnRpY2xlX2RjMmViNjU0LTUzODctNTg3MS05MGJkLTNjMTNmNWZjMzdiZC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/dZ9wFvZSCdldC3h67sfTOLlXacQnoj6UNmMMdMGE0cPayErbb6afE4PlAG1dbHxurLGmI4dn1W0h67mJmWiEZVy6QyJDWXlgUc1Zlo5T0sFdRnhh1zKZVrqtHCNCV5fMTZ3LL2ioLSu3c8v6xs81b3uzx9lXVqjEpM9GWHuTV1MUowXvEKQo7ydikyGIRMNBhcITO39Q_xW2UJu7GAPqQ2ZLvJ8cAw5xk-06aj54Svu6l18PHjpHgkgUMjX5PKXnfwqCdvYCCFZc2EM=-p-df-h100-w100,education
ed4,Headwaters Academy offers another education alternative this fall,"South River Baptist Church is used to educating those in the Christian faith, but that education will expand this fall as the church plans to start Headwaters ...","Headwaters Academy offers another education alternative this fall South River Baptist Church is used to educating those in the Christian faith, but that education will expand this fall as the church plans to start Headwaters ...",news.google.com/./articles/CBMilgFodHRwczovL3N0YXRlc3ZpbGxlLmNvbS9uZXdzL2xvY2FsL2hlYWR3YXRlcnMtYWNhZGVteS1vZmZlcnMtYW5vdGhlci1lZHVjYXRpb24tYWx0ZXJuYXRpdmUtdGhpcy1mYWxsL2FydGljbGVfOWVmZjQyMjQtOTE2My0xMWViLTkyZTgtMzc1ZDgzNjdjYWZhLmh0bWzSAZoBaHR0cHM6Ly9zdGF0ZXN2aWxsZS5jb20vbmV3cy9sb2NhbC9oZWFkd2F0ZXJzLWFjYWRlbXktb2ZmZXJzLWFub3RoZXItZWR1Y2F0aW9uLWFsdGVybmF0aXZlLXRoaXMtZmFsbC9hcnRpY2xlXzllZmY0MjI0LTkxNjMtMTFlYi05MmU4LTM3NWQ4MzY3Y2FmYS5hbXAuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,https://lh4.googleusercontent.com/proxy/WEuGPsyCFbFM3ZGATIh89zalUDPkpF-ZeRC6tmFuFSVXjLuTbmiNvV_qAnNgUuf09vYUdwrQSLFLH8AzROupexfbDLpOD6jOj8ZLNJYfytQ4S4zd8RqNkpY7s3PqYrTm8xk8qBEK0mi59R5yPSMmwRXZX-ZZeLVQlUIr0lMOSoEst-4y8sxCXVo6s7BwtkBlOWBWfgEzcuVAtdgFrfBcTkfOhaqkbF4NEVY_lEMiXENIdB7f4pDKxVc0lhFiLq6YFINb4hfKzhpDZKIEfQVv0PjNRSvPCw0h5ysrvng91MHZm3B4VYCfZXzaxB6ZWLtaBn3iwo14bhXENmcnrJI=-p-df-h100-w100,education
ed5,Local education advocate wins award for activism,The award is the result of years of work on behalf of equity of education for Juneau's children.,Local education advocate wins award for activism The award is the result of years of work on behalf of equity of education for Juneau's children.,news.google.com/./articles/CBMiU2h0dHBzOi8vd3d3Lmp1bmVhdWVtcGlyZS5jb20vbmV3cy9sb2NhbC1lZHVjYXRpb24tYWR2b2NhdGUtd2lucy1hd2FyZC1mb3ItYWN0aXZpc20v0gEA?hl=en-US&gl=US&ceid=US%3Aen,https://lh6.googleusercontent.com/proxy/yXbqwqOl1-X5UHoGQ41zn5qqPCy4jrAepuIHi38kWd1iiqKiWADPEPB6PRZcrvI50fdkOHptMypbKcL8v3roPDdfM-ySV-SNIXrZNKawkqHNYVdXeiAgGnIs6OZmQScMyOOABKnPPYg7vAl2jsfyB75uJKt57956NHEaLw=-p-df-h100-w100,education
